,Unnamed: 0,carts_carts-db,cartservice_redis-cart,catalogue_catalogue-db,checkoutservice_cartservice,checkoutservice_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,checkoutservice_shippingservice,front-end_catalogue,front-end_user,frontend_adservice,frontend_cartservice,frontend_checkoutservice,frontend_currencyservice,frontend_productcatalogservice,frontend_recommendationservice,frontend_shippingservice,orders_orders-db,orders_payment,orders_user,queue-master_rabbitmq,recommendationservice_productcatalogservice,shipping_rabbitmq,unknown_frontend,user_user-db
14,28,0.06379999999999998,0.5819999999999999,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.114064547837484,6.187613567534828,100.0,5.057861900741158,5.066269243641232,6.868131868131869,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,22.36486486486487,0.02073333333333333
15,30,0.06379999999999998,0.579733333333333,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.114064547837484,6.187613567534828,100.0,5.057861900741158,5.066269243641232,6.868131868131869,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,22.36486486486487,0.02073333333333333
16,32,0.06379999999999998,0.5774666666666665,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.114064547837484,6.187613567534828,100.0,5.057861900741158,5.066269243641232,6.868131868131869,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,22.36486486486487,0.02073333333333333
17,34,0.06379999999999998,0.5743888888888886,0.0,5.871212121212121,5.232683982683984,5.357142857142857,5.0,5.0,377.5,0.0,0.0,5.056818181818183,6.5128959667647575,1571.4285714285716,5.140338294184448,5.058866186068336,7.066075745366641,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,24.53125,0.02073333333333333
18,36,0.06379999999999998,0.5713111111111108,0.0,5.871212121212121,5.232683982683984,5.357142857142857,5.0,5.0,377.5,0.0,0.0,5.056818181818183,6.5128959667647575,1571.4285714285716,5.140338294184448,5.058866186068336,7.066075745366641,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,24.53125,0.02073333333333333
19,38,0.06379999999999998,0.568233333333333,0.0,5.871212121212121,5.232683982683984,5.357142857142857,5.0,5.0,377.5,0.0,0.0,5.056818181818183,6.5128959667647575,1571.4285714285716,5.140338294184448,5.058866186068336,7.066075745366641,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,24.53125,0.02073333333333333
20,40,0.06379999999999998,0.563633333333333,0.0,6.000000000000001,5.0,5.0,5.0,5.0,377.5,0.0,0.0,5.122073101085094,5.19890350877193,1600.0,5.020366598778005,5.0060578563763976,6.040408918940676,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,22.431506849315078,0.02073333333333333
21,42,0.06379999999999998,0.559033333333333,0.0,6.000000000000001,5.0,5.0,5.0,5.0,377.5,0.0,0.0,5.122073101085094,5.19890350877193,1600.0,5.020366598778005,5.0060578563763976,6.040408918940676,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,22.431506849315078,0.02073333333333333
22,44,0.06379999999999998,0.554433333333333,0.0,6.000000000000001,5.0,5.0,5.0,5.0,377.5,0.0,0.0,5.122073101085094,5.19890350877193,1600.0,5.020366598778005,5.0060578563763976,6.040408918940676,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,22.431506849315078,0.02073333333333333
23,46,0.06379999999999998,0.5486555555555552,0.0,6.666666666666668,5.125,5.0,5.0,5.0,377.5,0.0,0.0,5.103092783505154,5.8901816585258775,2500.0,5.09835283985174,5.096393034825871,6.850722311396469,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.1190476190476195,0.0002666666666666667,23.99253731343284,0.02073333333333333
24,48,0.06379999999999998,0.5428777777777773,0.0,6.666666666666668,5.125,5.0,5.0,5.0,377.5,0.0,0.0,5.103092783505154,5.8901816585258775,2500.0,5.09835283985174,5.096393034825871,6.850722311396469,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.1190476190476195,0.0002666666666666667,23.99253731343284,0.02073333333333333
25,50,0.06379999999999998,0.5370999999999996,0.0,6.666666666666668,5.125,5.0,5.0,5.0,377.5,0.0,0.0,5.103092783505154,5.8901816585258775,2500.0,5.09835283985174,5.096393034825871,6.850722311396469,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.1190476190476195,0.0002666666666666667,23.99253731343284,0.02073333333333333
26,52,0.06379999999999998,0.5302222222222218,0.0,5.416666666666666,5.0,5.0,5.0,5.0,377.5,0.0,0.0,5.024752475247524,5.292430950874975,1600.0,5.005518763796909,5.018083977675717,6.0006219872492625,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.018518518518519,0.0002666666666666667,21.204819277108435,0.02073333333333333
27,54,0.06379999999999998,0.5233444444444441,0.0,5.416666666666666,5.0,5.0,5.0,5.0,377.5,0.0,0.0,5.024752475247524,5.292430950874975,1600.0,5.005518763796909,5.018083977675717,6.0006219872492625,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.018518518518519,0.0002666666666666667,21.204819277108435,0.02073333333333333
28,56,0.06379999999999998,0.5164666666666663,0.0,5.416666666666666,5.0,5.0,5.0,5.0,377.5,0.0,0.0,5.024752475247524,5.292430950874975,1600.0,5.005518763796909,5.018083977675717,6.0006219872492625,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.018518518518519,0.0002666666666666667,21.204819277108435,0.02073333333333333
29,58,0.06379999999999998,0.5193111111111107,0.0,5.392307692307693,5.0,5.384615384615384,5.0,5.0,377.5,0.0,0.0,5.056179775280898,5.490256447406549,1500.0,5.02602001039501,5.006868131868132,6.572368421052633,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.022727272727273,0.0002666666666666667,24.75,0.02073333333333333
30,60,0.06379999999999998,0.5221555555555553,0.0,5.392307692307693,5.0,5.384615384615384,5.0,5.0,377.5,0.0,0.0,5.056179775280898,5.490256447406549,1500.0,5.02602001039501,5.006868131868132,6.572368421052633,377.5,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.022727272727273,0.0002666666666666667,24.75,0.02073333333333333
