,front-end_carts,orders_carts,carts_carts-db,front-end_catalogue,catalogue_catalogue-db,unknown_front-end,front-end_orders,orders_orders-db,orders_payment,queue-master_rabbitmq,shipping_rabbitmq,orders_shipping
11,5.453483333333334,2.7308333333333334,29.728283333333327,27.536066666666667,34.23305,465.5035666666667,9.00515,0.46190000000000003,1.3472,1.9462333333333335,0.00013333333333333334,2.4595666666666665
12,5.366350000000001,2.8084333333333333,33.01008888888888,29.835244444444445,36.96342777777778,516.6644777777777,9.388733333333334,0.49456666666666677,1.4563333333333333,2.094011111111111,0.00013333333333333334,2.429933333333333
13,5.279216666666668,2.8860333333333332,36.29189444444444,32.13442222222223,39.693805555555564,567.8253888888888,9.772316666666669,0.5272333333333334,1.5654666666666666,2.241788888888889,0.00013333333333333334,2.4002999999999997
14,5.192083333333335,2.9636333333333327,39.573699999999995,34.433600000000006,42.42418333333334,618.9862999999999,10.155900000000003,0.5599000000000002,1.6745999999999999,2.3895666666666666,0.00013333333333333334,2.3706666666666663
15,5.257377777777779,2.974633333333333,40.98768333333333,34.95459444444445,44.14099444444445,631.6606388888888,10.343644444444449,0.5739000000000001,1.7511222222222222,2.4324222222222223,0.00013333333333333334,2.383366666666666
16,5.3226722222222245,2.9856333333333325,42.401666666666664,35.4755888888889,45.85780555555556,644.3349777777777,10.531388888888893,0.5879,1.8276444444444444,2.475277777777778,0.00013333333333333334,2.396066666666666
17,5.387966666666668,2.996633333333332,43.81565,35.99658333333334,47.574616666666664,657.0093166666665,10.719133333333339,0.6019,1.9041666666666668,2.518133333333333,0.00013333333333333334,2.4087666666666663
18,5.435116666666668,3.0038111111111103,43.67258333333333,36.21737222222223,47.52915555555555,657.7426777777777,10.401077777777784,0.6045666666666666,1.9064666666666668,2.5240444444444443,0.00013333333333333334,2.4045333333333327
19,5.482266666666668,3.0109888888888885,43.52951666666666,36.43816111111112,47.48369444444443,658.4760388888886,10.083022222222228,0.6072333333333333,1.9087666666666667,2.5299555555555555,0.00013333333333333334,2.4002999999999997
20,5.529416666666667,3.018166666666666,43.38644999999999,36.65895000000001,47.43823333333331,659.2093999999997,9.764966666666673,0.6099,1.9110666666666667,2.5358666666666667,0.00013333333333333334,2.3960666666666666
21,5.422983333333335,3.0363666666666664,44.49123333333332,36.46657222222223,47.321761111111094,659.2431666666664,9.671461111111118,0.6085666666666666,1.9139666666666664,2.5358666666666667,0.00013333333333333334,2.403122222222222
22,5.316550000000001,3.0545666666666667,45.59601666666665,36.274194444444454,47.205288888888866,659.276933333333,9.577955555555562,0.6072333333333332,1.9168666666666663,2.5358666666666667,0.00013333333333333334,2.4101777777777778
23,5.210116666666667,3.072766666666667,46.70079999999998,36.081816666666676,47.08881666666664,659.3106999999997,9.484450000000006,0.6058999999999999,1.919766666666666,2.5358666666666667,0.00013333333333333334,2.4172333333333333
24,5.230204921894097,2.9160775933456295,45.557094444444424,36.36770555555557,47.74562777777774,659.0203499999997,9.423042568643579,0.6082333333333332,1.916855555555555,2.5506444444444445,0.00013333333333333334,2.4214551903947146
25,5.2502931771215255,2.759388520024592,44.41338888888887,36.65359444444445,48.402438888888845,658.7299999999997,9.36163513728715,0.6105666666666665,1.913944444444444,2.5654222222222227,0.00013333333333333334,2.425677047456096
26,5.270381432348954,2.602699446703554,43.26968333333331,36.939483333333335,49.059249999999956,658.4396499999998,9.300227705930721,0.6128999999999998,1.9110333333333331,2.580200000000001,0.00013333333333333334,2.429898904517477
27,5.411303821248956,2.6886967846742333,43.19941078854,36.525885822797,47.31076199882966,656.8469888014871,9.382779262701172,0.614562571013784,1.9084640660992969,2.5683613262819525,0.00013333333333333334,2.456726291528463
