,Unnamed: 0,carts_carts-db,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_carts,unknown_catalogue,unknown_front-end,unknown_orders,unknown_user,user_user-db
17,34,10.79793888888889,15.237622222222223,6.060291892610314,8.717567637540451,375.85824444444444,379.6827222222222,2.954423487348735,0.18646666666666664,2.5959555555555553,2.813266666666667,376.0443111111111,0.22488888888888892,0.0002666666666666667,0.0,0.0,98.0154777777778,0.0,0.0,18.69793333333333
18,36,15.21115,22.85643333333333,6.497797448165869,11.798034304207121,376.2873666666667,382.02408333333335,3.1126290429042904,0.2477999999999999,2.6439333333333335,2.9699,376.56646666666666,0.3372,0.0002666666666666667,0.0,0.0,147.02321666666668,0.0,0.0,28.01603333333333
19,38,23.027344444444445,29.675233333333335,7.6407524154589375,15.020542397660815,377.2126777777778,385.70509444444446,3.3809576236820766,0.3371333333333333,2.822677777777778,3.1628182389937107,377.6189,0.8218222222222225,0.0002666666666666667,0.0,0.0,196.64888333333334,0.0,0.0,44.297255555555545
20,40,30.843538888888894,36.494033333333334,7.983780193236715,18.238281286549704,378.1379888888889,389.38610555555556,3.627063179237632,0.42646666666666655,3.001422222222222,3.332151572327044,378.67133333333334,1.3064444444444445,0.0002666666666666667,0.0,0.0,246.27455,0.0,0.0,60.57847777777778
21,42,38.659733333333335,43.31283333333334,8.326807971014492,21.456020175438596,379.0633,393.06711666666666,3.873168734793188,0.5157999999999998,3.1801666666666666,3.5014849056603774,379.7237666666667,1.7910666666666668,0.0002666666666666667,0.0,0.0,295.90021666666667,0.0,0.0,76.8597
22,44,42.22207777777778,50.28335,7.626497655453619,23.925537458745872,379.60953333333333,394.93545,3.997405219985086,0.5884666666666665,3.2844666666666664,3.69516966966967,380.68979444444443,2.0304666666666664,0.0002666666666666667,0.0,0.0,346.0384777777778,0.0,0.0,87.37203333333333
23,46,45.784422222222226,57.25386666666667,8.019725433231397,26.415204125412544,380.1557666666667,396.80378333333334,4.150177442207308,0.6611333333333331,3.3887666666666667,3.8955474474474476,381.65582222222224,2.269866666666667,0.0002666666666666667,0.0,0.0,396.17673888888885,0.0,0.0,97.88436666666668
24,48,49.34676666666666,64.22438333333334,8.412953211009174,28.90487079207921,380.702,398.6721166666667,4.30294966442953,0.7338,3.4930666666666665,4.095925225225225,382.62185,2.509266666666667,0.0002666666666666667,0.0,0.0,446.31500000000005,0.0,0.0,108.39670000000002
25,50,56.47718333333333,71.00375,9.314021367521367,32.03642758007117,381.7274277777778,402.43295555555557,4.778738160291439,0.8031333333333333,3.6806222222222225,4.274802067183463,383.50635,3.0338777777777777,0.0002666666666666667,0.0,0.0,495.80517222222227,0.0,0.0,124.71081111111116
26,52,63.607600000000005,77.78311666666667,9.728365811965812,35.1469609134045,382.7528555555556,406.19379444444445,5.0645992714025505,0.8724666666666666,3.8681777777777775,4.4511909560723515,384.39085,3.5584888888888893,0.0002666666666666667,0.0,0.0,545.2953444444447,0.0,0.0,141.02492222222224
27,54,70.73801666666667,84.56248333333333,10.142710256410256,38.25749424673783,383.7782833333333,409.95463333333333,5.350460382513662,0.9418,4.055733333333333,4.62757984496124,385.27535,4.0831,0.0002666666666666667,0.0,0.0,594.7855166666667,0.0,0.0,157.33903333333336
28,56,70.07666666666667,83.85804444444443,10.55299163969795,37.72286466826537,383.87365,409.4111222222222,5.295889080459771,0.9868,4.108439869281046,4.679938164251208,385.7687055555556,4.253044444444445,0.0002666666666666667,0.0,0.0,595.661438888889,0.0,0.0,158.48790000000002
29,58,69.41531666666666,83.15360555555554,10.607830528586838,37.178570223820934,383.9690166666667,408.8676111111111,5.393522413793105,1.0318,4.144806535947713,4.733560386473431,386.2620611111111,4.42298888888889,0.0002666666666666667,0.0,0.0,596.5373611111112,0.0,0.0,159.6367666666667
30,60,68.75396666666666,82.44916666666667,10.662669417475728,36.634275779376495,384.06438333333335,408.3241,5.491155747126438,1.0768,4.18117320261438,4.7871826086956535,386.7554166666667,4.592933333333335,0.0002666666666666667,0.0,0.0,597.4132833333333,0.0,0.0,160.78563333333335
